,No,SO2,NO2,CO,O3,PRES,RAIN,wd,WSPM,AQI Label
30694,30695,2.0,72.0,900.0,86.11649309346521,995.6,0.0,ENE,0.3,Severely Polluted
30695,30696,2.0,114.0,1000.0,23.251975165246822,995.3,0.0,NNE,1.2,Severely Polluted
30696,30697,2.0,81.0,700.0,29.689247002359565,995.3,0.0,NNE,1.1,Severely Polluted
30697,30698,2.0,99.0,700.0,5.863021989269899,995.0,0.0,N,0.4,Severely Polluted
30698,30699,2.0,108.0,700.0,2.0522211673836925,994.6,0.0,NE,0.3,Severely Polluted
30699,30700,2.0,108.0,700.0,1.9714708576622284,994.0,0.0,ENE,0.1,Severely Polluted
30700,30701,2.0,109.0,600.0,2.393949004063238,994.0,0.0,NE,0.4,Severely Polluted
30701,30702,2.0,90.0,500.0,2.658443699733048,993.9,0.0,NE,0.1,Severely Polluted
30702,30703,2.0,84.0,500.0,2.369245689153157,993.9,0.0,ENE,0.5,Severely Polluted
30703,30704,2.0,76.0,1800.0,5.451168508970223,994.0,0.0,NNW,0.2,Severely Polluted
30704,30705,8.0,69.0,1800.0,10.679134042046979,993.6,0.0,NNE,0.8,Severely Polluted
30705,30706,8.0,62.0,600.0,22.223808390500743,993.1,0.0,NNE,1.7,Severely Polluted
30706,30707,5.0,39.0,400.0,53.5584426700004,992.5,0.0,NNE,1.7,Severely Polluted
30707,30708,4.0,26.0,400.0,78.02099531761725,991.6,0.0,N,1.7,Severely Polluted
30708,30709,3.0,23.0,300.0,98.24049513441287,990.5,0.0,NNW,2.0,Heavily Polluted
30709,30710,2.0,18.0,300.0,99.2026737829221,989.8,0.0,NNW,3.5,Heavily Polluted
30710,30711,3.0,18.0,300.0,103.10080136477224,989.0,0.0,NNW,2.2,Heavily Polluted
30711,30712,2.0,19.0,200.0,98.44539053490857,988.5,0.0,N,2.6,Lightly Polluted
30712,30713,2.0,17.0,200.0,92.85483699475272,988.2,0.0,N,2.3,Lightly Polluted
30713,30714,2.0,15.0,200.0,89.92451427837287,988.4,0.0,N,2.6,Lightly Polluted
30714,30715,2.0,27.0,200.0,75.1430229885413,988.7,0.0,NNE,2.0,Lightly Polluted
30715,30716,2.0,40.0,300.0,58.03297665250671,989.2,0.0,NNE,2.1,Heavily Polluted
30716,30717,2.0,37.0,300.0,55.731398026666035,990.0,0.0,NNE,2.3,Heavily Polluted
30717,30718,2.0,29.0,200.0,62.80073651578285,990.3,0.0,N,2.7,Lightly Polluted
30718,30719,2.0,29.0,200.0,59.53209718832912,990.1,0.0,N,0.8,Lightly Polluted
30719,30720,2.0,38.0,200.0,45.62809282765862,989.9,0.0,N,0.5,Lightly Polluted
30720,30721,2.0,69.0,300.0,10.668751514796378,990.0,0.0,SW,0.1,Heavily Polluted
30721,30722,2.0,73.0,400.0,3.6711262452720472,989.8,0.0,NW,0.1,Severely Polluted
30722,30723,2.0,63.0,300.0,10.582052513368895,989.4,0.0,N,0.7,Heavily Polluted
30723,30724,2.0,69.0,300.0,2.5357632818486198,989.0,0.0,NNE,0.3,Heavily Polluted
30724,30725,2.0,65.0,300.0,-1.0,988.8,0.0,NW,0.1,Heavily Polluted
30725,30726,2.0,25.0,200.0,34.85195676864517,988.9,0.0,NNW,1.0,Lightly Polluted
30726,30727,2.0,32.0,200.0,41.433204174860734,989.3,0.0,NNE,1.5,Lightly Polluted
30727,30728,2.0,28.0,300.0,43.86776708490315,989.8,0.0,NNE,1.5,Heavily Polluted
30728,30729,4.0,49.0,400.0,22.64972698893419,990.2,0.0,NNE,1.2,Severely Polluted
30729,30730,4.0,47.0,500.0,28.65195615360575,990.5,0.0,NNE,1.9,Severely Polluted
30730,30731,2.0,24.0,300.0,67.1335030246667,990.8,0.0,NNE,3.6,Heavily Polluted
30731,30732,2.0,15.0,200.0,79.40529193304653,990.8,0.0,NNE,2.5,Lightly Polluted
30732,30733,2.0,15.0,200.0,81.4408100811615,990.5,0.0,NE,2.7,Lightly Polluted
30733,30734,2.0,13.0,200.0,82.88381774417499,990.3,0.0,NE,2.2,Lightly Polluted
30734,30735,2.0,15.0,200.0,83.28971262047246,990.1,0.0,SE,1.1,Lightly Polluted
30735,30736,2.0,22.0,300.0,78.79646900011355,990.4,0.0,ENE,1.5,Heavily Polluted
30736,30737,2.0,31.0,300.0,63.049275261480325,991.2,0.0,ENE,1.2,Heavily Polluted
30737,30738,2.0,40.0,300.0,48.7997026133939,992.3,0.0,NE,1.0,Heavily Polluted
30738,30739,2.0,58.0,400.0,25.089507657163963,992.8,0.0,NNE,0.4,Severely Polluted
30739,30740,2.0,68.0,500.0,13.538959187831695,993.1,0.0,SW,0.0,Severely Polluted
30740,30741,2.0,63.0,500.0,11.913799726661516,993.6,0.0,NE,0.6,Severely Polluted
30741,30742,2.0,32.0,300.0,30.550902031138342,993.7,0.0,NNE,0.8,Heavily Polluted
30742,30743,2.0,55.0,400.0,6.839568523970657,993.9,0.0,SE,0.3,Severely Polluted
30743,30744,2.0,55.0,400.0,5.119093150142916,994.3,0.0,NE,0.0,Severely Polluted
30744,30745,2.0,69.0,500.0,2.2214118982471427,994.6,0.0,SW,0.1,Severely Polluted
30745,30746,2.0,80.0,500.0,2.4068212301459533,994.6,0.0,SW,0.0,Severely Polluted
30746,30747,2.0,72.0,500.0,3.9135475050802278,994.9,0.0,NNE,0.4,Severely Polluted
30747,30748,2.0,66.0,500.0,2.194552974435736,995.3,0.0,SW,0.0,Severely Polluted
30748,30749,2.0,52.0,400.0,1.569076679627445,995.6,0.0,unknown,0.1,Severely Polluted
30749,30750,2.0,50.0,400.0,1.5964609143401045,997.0,0.0,unknown,0.0,Severely Polluted
30750,30751,2.0,51.0,400.0,2.436451237534032,998.0,0.0,NE,0.8,Severely Polluted
30751,30752,2.0,49.0,500.0,2.15199473037768,996.4,0.0,NNE,1.1,Severely Polluted
30752,30753,2.0,47.0,500.0,2.109812037311113,996.6,0.0,NE,1.0,Severely Polluted
30753,30754,2.0,43.0,500.0,7.679852247903893,996.6,0.0,NNE,0.4,Severely Polluted
30754,30755,2.0,45.0,500.0,14.001729516177726,996.7,0.0,NE,0.6,Severely Polluted
30755,30756,2.0,33.0,400.0,29.30576892995194,996.8,0.0,ENE,1.1,Severely Polluted
30756,30757,2.0,24.0,300.0,51.39156795255165,996.6,0.0,NE,1.5,Heavily Polluted
30757,30758,2.0,22.0,300.0,69.14162819219135,996.6,0.0,NE,1.1,Heavily Polluted
30758,30759,2.0,24.0,300.0,70.65472490248317,996.7,0.0,N,1.2,Heavily Polluted
30759,30760,2.0,18.0,300.0,76.7714048979007,996.7,0.0,NNW,1.9,Heavily Polluted
30760,30761,2.0,19.0,300.0,77.15817951046748,997.0,0.0,W,1.0,Heavily Polluted
30761,30762,2.0,19.0,300.0,70.40856054473197,997.3,0.0,N,1.5,Heavily Polluted
30762,30763,2.0,24.0,300.0,52.64162987394558,997.7,0.0,N,1.0,Heavily Polluted
30763,30764,2.0,26.0,300.0,36.80921750799197,998.4,0.0,NNE,0.3,Heavily Polluted
30764,30765,2.0,28.0,300.0,23.155504408312062,999.1,0.0,NE,1.2,Heavily Polluted
30765,30766,2.0,29.0,300.0,18.948432863064106,999.5,0.0,ENE,1.0,Heavily Polluted
30766,30767,2.0,35.0,300.0,12.846862985814749,1000.0,0.0,NNE,0.3,Heavily Polluted
30767,30768,2.0,43.0,400.0,5.3292881670711125,1000.2,0.0,SW,0.4,Severely Polluted
30768,30769,2.0,48.0,500.0,1.9963145043506416,1000.6,0.0,NE,0.2,Severely Polluted
30769,30770,2.0,44.0,600.0,1.6029011580999026,1000.9,0.0,NW,0.1,Severely Polluted
30770,30771,2.0,43.0,400.0,2.0190835371095766,1001.0,0.0,WSW,0.3,Severely Polluted
30771,30772,2.0,42.0,500.0,2.1807649553587383,1000.8,0.0,NNE,0.9,Severely Polluted
30772,30773,2.0,43.0,500.0,-1.0,1000.8,0.0,NNE,0.4,Severely Polluted
30773,30774,2.0,41.0,400.0,2.343709448349277,1001.3,0.0,SE,0.2,Severely Polluted
30774,30775,2.0,41.0,500.0,2.1491930148429814,1001.6,0.0,ENE,0.4,Severely Polluted
30775,30776,3.0,42.0,600.0,2.007282416985386,1002.3,0.0,N,0.5,Severely Polluted
30776,30777,5.0,42.0,700.0,2.303952534939804,1002.4,0.0,NE,0.9,Severely Polluted
30777,30778,4.0,39.0,600.0,10.800103241889955,1002.6,0.0,NE,1.1,Severely Polluted
30778,30779,4.0,32.0,400.0,24.504171916544678,1002.3,0.0,E,0.7,Severely Polluted
30779,30780,5.0,21.0,400.0,41.714741943632156,1002.0,0.0,WSW,0.9,Severely Polluted
30780,30781,5.0,19.0,400.0,59.966050592197384,1001.8,0.0,WNW,1.2,Severely Polluted
30781,30782,4.0,24.0,400.0,84.66660220156992,1001.3,0.0,N,1.2,Severely Polluted
30782,30783,4.0,35.0,500.0,111.32225857313817,1000.8,0.0,SSW,1.7,Severely Polluted
30783,30784,3.0,28.0,500.0,150.94811149419382,1000.3,0.0,SSW,1.6,Severely Polluted
30784,30785,3.0,27.0,500.0,180.1309669009475,1000.2,0.0,SSW,2.3,Severely Polluted
30785,30786,3.0,28.0,500.0,172.59830455870915,1000.2,0.0,SW,2.9,Severely Polluted
30786,30787,2.0,30.0,500.0,159.63055098475652,1000.7,0.0,SSW,2.5,Severely Polluted
30787,30788,3.0,34.0,500.0,156.2117380115804,1001.0,0.0,SSW,1.9,Severely Polluted
30788,30789,3.0,48.0,600.0,125.78870507021756,1002.0,0.0,SSW,1.4,Severely Polluted
30789,30790,3.0,56.0,600.0,105.43929754495336,1002.2,0.0,SSW,1.0,Severely Polluted
30790,30791,4.0,61.0,700.0,93.6477329159605,1002.6,0.0,SSW,1.8,Severely Polluted
30791,30792,5.0,52.0,800.0,92.23070883910741,1002.8,0.0,SW,1.0,Severely Polluted
30792,30793,5.0,55.0,800.0,73.64426606473212,1003.0,0.0,SE,0.0,Severely Polluted
30793,30794,4.0,62.0,800.0,50.55215373210968,1003.4,0.0,SE,0.7,Severely Polluted
30794,30795,3.0,91.0,900.0,20.838026763757963,1003.6,0.0,SE,0.1,Severely Polluted
30795,30796,3.0,92.0,900.0,20.906977350064626,1004.0,0.0,SW,0.0,Severely Polluted
30796,30797,4.0,108.0,900.0,3.34185689551405,1003.9,0.0,NNE,0.9,Severely Polluted
30797,30798,3.0,90.0,800.0,1.9423159793960556,1004.1,0.0,N,0.9,Severely Polluted
30798,30799,2.0,76.0,1100.0,2.226233799430505,1004.2,0.0,N,1.5,Severely Polluted
30799,30800,2.0,65.0,1200.0,4.664811141341592,1004.7,0.0,NNE,1.3,Severely Polluted
30800,30801,3.0,56.0,1400.0,14.81812056282908,1004.8,0.0,N,1.1,Severely Polluted
30801,30802,5.0,59.0,1500.0,19.85540556457844,1005.0,0.0,N,1.3,Severely Polluted
30802,30803,6.0,59.0,1600.0,34.59347409914641,1005.1,0.0,NNE,1.2,Severely Polluted
30803,30804,8.0,48.0,1600.0,65.85917113856642,1005.0,0.0,NNW,1.5,Severely Polluted
30804,30805,9.0,47.0,1600.0,99.32566580932291,1004.5,0.0,NE,1.0,Severely Polluted
30805,30806,10.0,42.0,1400.0,136.6895483881106,1003.6,0.0,ENE,1.1,Severely Polluted
30806,30807,10.0,20.0,700.0,178.7504177023816,1002.9,0.0,SSE,1.3,Severely Polluted
30807,30808,7.0,22.0,600.0,171.06949643406162,1001.9,0.0,SSW,1.7,Severely Polluted
30808,30809,6.0,23.0,500.0,155.07633859443084,1002.6,0.0,SW,2.8,Severely Polluted
30809,30810,5.0,23.0,500.0,156.3012710513868,1002.9,0.0,SW,2.5,Severely Polluted
30810,30811,4.0,28.0,600.0,143.47956824964064,1002.3,0.0,SW,0.4,Severely Polluted
30811,30812,3.0,38.0,600.0,119.95549048341095,1003.0,0.0,SW,0.2,Severely Polluted
30812,30813,3.0,46.0,700.0,96.97301131450625,1003.9,0.0,ENE,0.5,Severely Polluted
30813,30814,2.0,62.0,900.0,71.52228164552794,1004.3,0.0,N,2.0,Severely Polluted
30814,30815,2.0,40.0,1200.0,102.9182271275684,1005.0,0.0,NNE,1.8,Severely Polluted
30815,30816,2.0,34.0,900.0,92.15197123657518,1005.4,0.0,NE,1.8,Severely Polluted
30816,30817,2.0,18.0,500.0,101.86837307922335,1005.8,0.0,NNE,1.1,Severely Polluted
30817,30818,2.0,24.0,600.0,84.72810399576643,1006.0,0.0,NNE,1.2,Severely Polluted
30818,30819,2.0,30.0,500.0,72.82321508493737,1005.5,0.0,NNE,1.0,Severely Polluted
30819,30820,2.0,29.0,400.0,76.87614609707508,1005.2,0.0,ENE,0.7,Severely Polluted
30820,30821,2.0,25.0,500.0,-1.0,1005.5,0.0,NE,0.7,Severely Polluted
30821,30822,2.0,30.0,500.0,62.89831022621149,1005.8,0.0,N,0.9,Severely Polluted
30822,30823,2.0,41.0,500.0,42.931869718081444,1005.9,0.0,NNE,1.7,Severely Polluted
30823,30824,2.0,49.0,500.0,29.89039040375004,1006.3,0.0,NNE,1.4,Severely Polluted
30824,30825,2.0,40.0,600.0,43.88709968692145,1006.0,0.0,NNE,1.4,Severely Polluted
30825,30826,2.0,34.0,600.0,59.86497264127902,1006.0,0.0,NNE,1.6,Severely Polluted
30826,30827,3.0,28.0,600.0,75.55937665099566,1005.7,0.0,NNE,1.3,Severely Polluted
30827,30828,-1.0,-1.0,-1.0,-1.0,1005.3,0.0,E,1.2,Severely Polluted
30828,30829,3.0,11.0,500.0,98.82795030319467,1004.8,0.0,S,2.0,Severely Polluted
30829,30830,2.0,9.0,300.0,92.30856716225144,1004.2,0.0,NNE,1.7,Heavily Polluted
30830,30831,2.0,9.0,300.0,89.34448358888784,1003.7,0.0,N,1.9,Heavily Polluted
30831,30832,2.0,9.0,300.0,97.68924346666611,1003.1,0.0,N,1.6,Heavily Polluted
30832,30833,2.0,11.0,300.0,97.71266809320181,1002.9,0.0,NW,1.4,Heavily Polluted
30833,30834,2.0,10.0,300.0,100.26130474691736,1002.8,0.0,N,0.9,Heavily Polluted
30834,30835,2.0,20.0,300.0,88.77403763953686,1002.8,0.0,WSW,0.4,Heavily Polluted
30835,30836,2.0,53.0,700.0,89.30768192830713,1003.1,0.0,SW,1.8,Severely Polluted
30836,30837,2.0,50.0,800.0,102.29970745473503,1003.7,0.0,SW,1.5,Severely Polluted
30837,30838,2.0,60.0,800.0,88.28133724423951,1003.8,0.0,SSW,1.2,Severely Polluted
30838,30839,2.0,71.0,800.0,64.24437356183228,1004.0,0.0,SW,0.2,Severely Polluted
30839,30840,2.0,68.0,800.0,44.157652735625675,1004.0,0.0,WSW,0.2,Severely Polluted
30840,30841,2.0,74.0,800.0,2.079695175611489,1004.2,0.0,ENE,0.3,Severely Polluted
30841,30842,2.0,55.0,600.0,2.0734133627319085,1004.1,0.0,NE,0.3,Severely Polluted
30842,30843,2.0,51.0,700.0,1.894898175851767,1004.2,0.0,WSW,0.0,Severely Polluted
30843,30844,2.0,44.0,600.0,1.8137928242658323,1004.1,0.0,ENE,0.3,Severely Polluted
30844,30845,2.0,38.0,500.0,1.846670825360961,1004.0,0.0,NE,0.1,Severely Polluted
30845,30846,2.0,36.0,600.0,2.2944431436579755,1003.9,0.0,NNE,0.8,Severely Polluted
30846,30847,2.0,38.0,600.0,1.6909589623495442,1004.1,0.0,NE,0.8,Severely Polluted
30847,30848,2.0,36.0,600.0,2.4885817287067464,1004.4,0.0,NNE,0.7,Severely Polluted
30848,30849,3.0,39.0,900.0,2.681323220791352,1004.4,0.0,NNE,1.1,Severely Polluted
30849,30850,5.0,42.0,800.0,7.437492295668183,1004.4,0.0,N,0.9,Severely Polluted
30850,30851,7.0,41.0,700.0,15.020984224020676,1004.2,0.0,SSE,0.9,Severely Polluted
30851,30852,6.0,35.0,600.0,27.51134975583032,1003.9,0.0,ENE,0.8,Severely Polluted
30852,30853,5.0,18.0,500.0,62.13714770058192,1003.3,0.0,NNE,1.6,Severely Polluted
30853,30854,5.0,14.0,400.0,65.21774857509926,1002.8,0.0,NNE,1.3,Severely Polluted
30854,30855,4.0,15.0,400.0,65.8926594556362,1002.2,0.0,N,0.6,Severely Polluted
30855,30856,3.0,10.0,300.0,84.88572413060974,1001.4,0.0,WSW,2.1,Heavily Polluted
30856,30857,2.0,7.0,300.0,91.29273648804718,1001.0,0.0,SW,0.6,Heavily Polluted
30857,30858,2.0,23.0,400.0,63.23293307662216,1001.2,0.0,SW,0.1,Severely Polluted
30858,30859,-1.0,-1.0,-1.0,-1.0,1001.0,0.0,SW,2.2,Severely Polluted
30859,30860,-1.0,-1.0,-1.0,-1.0,1000.7,0.0,SW,0.7,Severely Polluted
30860,30861,-1.0,-1.0,-1.0,-1.0,1001.0,0.0,SSW,0.9,Severely Polluted
30861,30862,-1.0,-1.0,-1.0,-1.0,1001.3,0.0,SSW,2.7,Severely Polluted
30862,30863,-1.0,-1.0,-1.0,-1.0,1001.3,0.0,SW,3.2,Severely Polluted
30863,30864,-1.0,-1.0,-1.0,-1.0,1001.0,0.0,SSW,2.4,Severely Polluted
30864,30865,-1.0,-1.0,-1.0,-1.0,1000.7,0.0,SW,2.2,Severely Polluted
30865,30866,-1.0,-1.0,-1.0,-1.0,1000.7,0.0,SW,1.7,Severely Polluted
30866,30867,-1.0,-1.0,-1.0,-1.0,1000.5,0.0,SW,1.4,Severely Polluted
30867,30868,-1.0,-1.0,-1.0,-1.0,1000.2,0.0,SW,0.1,Severely Polluted
30868,30869,-1.0,-1.0,-1.0,-1.0,1000.2,0.0,SW,0.1,Severely Polluted
30869,30870,-1.0,-1.0,-1.0,-1.0,1000.6,0.0,SW,1.4,Severely Polluted
30870,30871,-1.0,-1.0,-1.0,-1.0,1001.0,0.0,SW,1.4,Severely Polluted
30871,30872,-1.0,-1.0,-1.0,-1.0,1001.5,0.0,SE,0.1,Severely Polluted
30872,30873,-1.0,-1.0,-1.0,-1.0,1001.7,0.0,SW,0.6,Severely Polluted
30873,30874,4.0,43.0,900.0,19.290328484910255,1001.8,0.0,WSW,0.7,Severely Polluted
30874,30875,8.0,49.0,1000.0,29.989452245611243,1001.7,0.0,NNE,0.8,Severely Polluted
30875,30876,9.0,43.0,900.0,61.68205655842678,1001.0,0.0,NE,1.5,Severely Polluted
30876,30877,7.0,34.0,700.0,90.21066297328765,1000.4,0.0,SSE,1.0,Severely Polluted
30877,30878,-1.0,-1.0,-1.0,-1.0,999.8,0.0,S,1.5,Severely Polluted
30878,30879,7.0,48.0,900.0,130.66850531943345,999.2,0.0,SSW,1.2,Severely Polluted
30879,30880,7.0,36.0,700.0,173.6163481400765,998.8,0.0,SE,1.0,Severely Polluted
30880,30881,7.0,30.0,700.0,195.14590306611623,998.3,0.0,SSW,1.3,Severely Polluted
30881,30882,-1.0,-1.0,-1.0,-1.0,998.5,0.0,SW,2.2,Severely Polluted
30882,30883,-1.0,-1.0,-1.0,-1.0,998.5,0.0,SSW,1.2,Severely Polluted
30883,30884,2.0,26.0,500.0,121.55620627547252,1000.9,21.0,E,1.7,Severely Polluted
30884,30885,2.0,39.0,600.0,70.79019470889678,1001.1,2.4,SSW,2.7,Severely Polluted
30885,30886,2.0,38.0,600.0,56.41110991076698,1001.1,0.2,SE,0.1,Severely Polluted
30886,30887,2.0,26.0,500.0,44.95145623044613,1001.6,0.0,ENE,1.0,Severely Polluted
30887,30888,2.0,50.0,600.0,18.433312327425558,1001.7,0.0,NE,0.2,Severely Polluted
30888,30889,2.0,39.0,500.0,19.93204045187429,1001.7,0.0,W,0.5,Severely Polluted
30889,30890,2.0,48.0,500.0,5.256031448850228,1001.2,0.0,SW,0.0,Severely Polluted
30890,30891,2.0,51.0,600.0,2.1456331628407925,1000.9,0.0,unknown,0.2,Severely Polluted
30891,30892,2.0,43.0,600.0,2.279129328523698,1000.7,0.0,SW,0.0,Severely Polluted
30892,30893,2.0,40.0,500.0,2.2125859223975173,1000.7,0.0,N,0.3,Severely Polluted
30893,30894,2.0,40.0,500.0,2.1758127836596204,1000.9,0.0,SW,0.1,Severely Polluted
30894,30895,2.0,35.0,500.0,2.4100407742997803,1001.2,0.1,W,0.4,Severely Polluted
30895,30896,2.0,34.0,500.0,1.6447473109196777,1001.6,0.0,unknown,0.2,Severely Polluted
30896,30897,2.0,40.0,900.0,1.6967138643719109,1002.0,0.0,SW,0.9,Severely Polluted
30897,30898,2.0,58.0,1000.0,6.985763913104989,1002.1,0.0,WSW,1.0,Severely Polluted
30898,30899,2.0,54.0,800.0,25.725545650558878,1002.3,0.0,SW,1.3,Severely Polluted
30899,30900,2.0,45.0,600.0,48.33642605661325,1001.7,0.0,WSW,1.4,Severely Polluted
30900,30901,2.0,42.0,600.0,63.409857668563966,1001.1,0.0,WSW,1.4,Severely Polluted
30901,30902,2.0,27.0,500.0,88.3550917668632,1000.5,0.0,WNW,1.3,Severely Polluted
30902,30903,2.0,14.0,300.0,99.60216624784329,1000.1,0.0,N,2.6,Heavily Polluted
30903,30904,2.0,10.0,300.0,89.21097828880404,999.7,0.0,N,1.9,Heavily Polluted
30904,30905,2.0,15.0,300.0,87.7091413416805,999.5,0.0,WSW,1.0,Heavily Polluted
30905,30906,2.0,29.0,400.0,123.28370403971573,999.6,0.0,SW,1.8,Severely Polluted
30906,30907,2.0,36.0,500.0,119.24526351674676,999.8,0.0,SW,1.7,Severely Polluted
30907,30908,2.0,46.0,500.0,111.19454087189173,1000.3,0.0,SSW,1.9,Severely Polluted
30908,30909,2.0,65.0,700.0,75.59155787734852,1000.9,0.0,SSW,1.5,Severely Polluted
30909,30910,2.0,78.0,700.0,52.39168785136697,1001.4,0.0,SSW,1.1,Severely Polluted
30910,30911,2.0,96.0,800.0,32.44101139665408,1001.6,0.0,SSE,0.6,Severely Polluted
30911,30912,2.0,87.0,700.0,28.33732884336839,1001.9,0.0,NNW,0.3,Severely Polluted
30912,30913,2.0,84.0,700.0,8.709119255722431,1002.2,0.0,NE,0.7,Severely Polluted
30913,30914,2.0,72.0,600.0,1.9822223479550565,1002.1,0.0,NNE,0.7,Severely Polluted
30914,30915,2.0,65.0,500.0,1.9952175284995182,1002.4,0.0,NNE,1.0,Severely Polluted
30915,30916,2.0,59.0,400.0,1.6013852245667328,1002.2,0.0,NNE,0.3,Severely Polluted
30916,30917,2.0,54.0,400.0,-1.0,1002.3,0.0,NNE,0.6,Severely Polluted
30917,30918,2.0,59.0,400.0,2.110870803627884,1002.5,0.0,NE,0.4,Severely Polluted
30918,30919,2.0,59.0,500.0,1.593003717408592,1002.8,0.0,NNE,0.4,Severely Polluted
30919,30920,2.0,61.0,600.0,2.318142792886782,1003.4,0.0,NNE,1.3,Severely Polluted
30920,30921,4.0,60.0,700.0,3.9428658266858196,1003.5,0.0,NNE,1.5,Severely Polluted
30921,30922,8.0,51.0,600.0,12.156832074271193,1003.8,0.0,NNW,1.0,Severely Polluted
30922,30923,9.0,45.0,600.0,23.249399525422383,1003.8,0.0,NNE,2.5,Severely Polluted
30923,30924,6.0,20.0,300.0,51.390545283140305,1003.7,0.0,N,2.1,Heavily Polluted
30924,30925,5.0,16.0,300.0,65.10498903265304,1003.1,0.0,N,1.5,Heavily Polluted
30925,30926,4.0,17.0,300.0,79.60884319646838,1002.8,0.0,NW,2.0,Heavily Polluted
30926,30927,4.0,14.0,300.0,84.58572489192304,1002.6,0.0,W,1.6,Heavily Polluted
30927,30928,4.0,13.0,300.0,85.76555670294367,1002.1,0.0,NW,1.6,Heavily Polluted
30928,30929,3.0,12.0,300.0,83.02641511032225,1001.8,0.0,WSW,0.8,Heavily Polluted
30929,30930,3.0,15.0,300.0,84.16484179509241,1001.9,0.0,SW,0.7,Heavily Polluted
30930,30931,3.0,23.0,400.0,70.3014887240836,1002.1,0.0,NW,0.0,Severely Polluted
30931,30932,2.0,46.0,500.0,38.47783003851899,1002.4,0.0,SW,0.1,Severely Polluted
30932,30933,2.0,76.0,800.0,4.054242905453556,1003.0,0.0,S,0.5,Severely Polluted
30933,30934,2.0,95.0,700.0,10.124874072610803,1003.4,0.0,SW,0.1,Severely Polluted
30934,30935,2.0,90.0,800.0,3.3106587823272466,1003.7,0.0,NNE,0.3,Severely Polluted
30935,30936,3.0,68.0,1000.0,2.386996211036775,1004.1,0.0,NNE,1.1,Severely Polluted
30936,30937,2.0,65.0,700.0,2.480565411180004,1004.2,0.0,NNE,0.6,Severely Polluted
30937,30938,2.0,61.0,700.0,1.6642936685275949,1004.3,0.0,NNE,0.9,Severely Polluted
30938,30939,2.0,61.0,700.0,2.0449046623256413,1004.1,0.0,NNE,1.0,Severely Polluted
30939,30940,2.0,60.0,700.0,1.84722749216809,1004.1,0.0,NE,0.8,Severely Polluted
30940,30941,2.0,58.0,500.0,1.613398225553321,1004.2,0.0,NE,0.9,Severely Polluted
30941,30942,2.0,51.0,400.0,4.294845756492343,1004.5,0.0,NNE,1.2,Severely Polluted
30942,30943,2.0,46.0,400.0,7.396649619082211,1005.0,0.0,NE,0.9,Severely Polluted
30943,30944,2.0,48.0,400.0,5.924737272789156,1005.4,0.0,NNE,1.2,Severely Polluted
30944,30945,5.0,48.0,500.0,5.465431572908036,1005.7,0.0,NE,0.3,Severely Polluted
30945,30946,6.0,51.0,600.0,9.812675578971872,1006.0,0.0,NE,0.8,Severely Polluted
30946,30947,7.0,51.0,600.0,16.593462694643883,1005.9,0.0,NW,0.6,Severely Polluted
30947,30948,6.0,37.0,500.0,40.950674342759115,1005.4,0.0,ENE,1.3,Severely Polluted
30948,30949,3.0,20.0,300.0,69.05456677623769,1004.9,0.0,ENE,1.2,Heavily Polluted
30949,30950,3.0,24.0,400.0,80.56220254317839,1004.1,0.0,WNW,1.0,Severely Polluted
30950,30951,3.0,25.0,400.0,90.75386390103628,1003.4,0.0,WNW,0.6,Severely Polluted
30951,30952,3.0,21.0,400.0,104.34887824308964,1002.8,0.0,S,1.4,Severely Polluted
30952,30953,2.0,26.0,400.0,104.93345387760144,1002.6,0.0,SSW,0.9,Severely Polluted
30953,30954,3.0,42.0,400.0,100.97735686338761,1002.9,0.0,SSW,2.1,Severely Polluted
30954,30955,3.0,48.0,500.0,109.9242730385034,1003.2,0.0,SW,2.2,Severely Polluted
30955,30956,2.0,48.0,500.0,105.40980242859466,1003.5,0.0,SW,1.5,Severely Polluted
30956,30957,2.0,58.0,500.0,82.79400126053014,1004.4,0.0,SW,1.1,Severely Polluted
30957,30958,2.0,71.0,600.0,53.674009698420804,1004.9,0.0,S,1.0,Severely Polluted
30958,30959,2.0,101.0,700.0,14.217328584151723,1005.0,0.0,SSW,0.4,Severely Polluted
30959,30960,3.0,95.0,700.0,12.937075853418591,1004.8,0.0,SE,0.1,Severely Polluted
30960,30961,2.0,98.0,700.0,8.69739419508142,1005.1,0.0,NNE,0.7,Severely Polluted
30961,30962,2.0,91.0,700.0,8.849183528226359,1005.5,0.0,NNE,0.8,Severely Polluted
30962,30963,2.0,93.0,700.0,4.4609125726237835,1005.2,0.0,N,1.8,Severely Polluted
30963,30964,2.0,49.0,800.0,29.62476089527058,1006.7,0.0,ENE,1.6,Severely Polluted
30964,30965,2.0,18.0,700.0,-1.0,1006.9,0.0,N,1.1,Severely Polluted
30965,30966,2.0,18.0,600.0,78.04487786341822,1007.6,0.9,NNE,0.8,Severely Polluted
30966,30967,2.0,26.0,500.0,55.5002715121538,1007.8,1.6,NNE,1.4,Severely Polluted
30967,30968,2.0,32.0,700.0,55.511503804303814,1008.0,0.2,NNE,1.2,Severely Polluted
30968,30969,2.0,46.0,700.0,39.88961206128916,1008.5,0.0,NE,0.8,Severely Polluted
30969,30970,2.0,39.0,800.0,58.7852429979428,1008.9,0.0,NE,1.2,Severely Polluted
30970,30971,2.0,22.0,700.0,82.15266448895512,1009.0,0.0,NE,1.3,Severely Polluted
